LineNo,TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,labels
33905,68964070,0,236,43,-527,5,13,-18,0,0,0,1,68964070,0
33996,69064030,0,232,47,-528,5,13,-18,0,0,0,1,69064030,0
34085,69163990,0,236,42,-527,5,13,-18,0,0,0,1,69163990,0
34175,69263950,0,230,47,-529,5,13,-18,0,0,0,1,69263950,0
34266,69363910,0,235,42,-527,5,13,-18,0,0,0,1,69363910,0
34357,69463870,0,229,46,-530,5,13,-18,0,0,0,1,69463870,0
34448,69563830,0,235,42,-528,5,13,-18,0,0,0,1,69563830,0
34537,69663790,0,231,47,-529,5,13,-18,0,0,0,1,69663790,0
34626,69763750,0,236,41,-527,5,13,-18,0,0,0,1,69763750,0
34715,69863710,0,233,46,-528,5,13,-18,0,0,0,1,69863710,0
34805,69963670,0,235,42,-527,5,13,-18,0,0,0,1,69963670,0
34896,70063630,0,232,47,-528,5,13,-18,0,0,0,1,70063630,0
34985,70163590,0,235,38,-528,5,13,-18,0,0,0,1,70163590,0
35075,70263550,0,232,45,-529,5,13,-18,0,0,0,1,70263550,0
35166,70363510,0,235,40,-528,5,13,-18,0,0,0,1,70363510,0
35257,70463470,0,232,46,-528,5,13,-18,0,0,0,1,70463470,0
35348,70563430,0,237,40,-526,5,13,-18,0,0,0,1,70563430,0
35437,70663390,0,232,46,-528,5,13,-18,0,0,0,1,70663390,0
35526,70763350,0,235,42,-527,5,13,-18,0,0,0,1,70763350,0
35615,70863310,0,231,48,-529,5,13,-18,0,0,0,1,70863310,0
35705,70963270,0,235,41,-528,5,13,-18,0,0,0,1,70963270,0
35796,71064063,0,233,47,-528,5,13,-18,0,0,0,1,71064063,0
35885,71164023,0,235,41,-527,5,13,-18,0,0,0,1,71164023,0
35975,71263983,0,233,47,-528,5,13,-18,0,0,0,1,71263983,0
36066,71363943,0,236,42,-527,5,13,-18,0,0,0,1,71363943,0
36157,71463903,0,232,47,-528,5,13,-18,0,0,0,1,71463903,0
36249,71563863,0,235,42,-527,5,13,-18,0,0,0,1,71563863,0
36338,71663823,0,232,47,-528,5,13,-18,0,0,0,1,71663823,0
36427,71763783,0,235,40,-527,5,13,-18,0,0,0,1,71763783,0
36516,71863743,0,232,44,-528,5,13,-18,0,0,0,1,71863743,0
36606,71963703,0,235,38,-528,5,13,-18,0,0,0,1,71963703,0
36697,72063663,0,234,46,-527,5,13,-18,0,0,0,1,72063663,0
36786,72163623,0,233,40,-528,5,13,-18,0,0,0,1,72163623,0
36876,72263583,0,231,47,-529,5,13,-18,0,0,0,1,72263583,0
36968,72363543,0,233,41,-528,5,13,-18,0,0,0,1,72363543,0
37060,72463503,0,232,47,-528,5,13,-18,0,0,0,1,72463503,0
37151,72563463,0,225,43,-532,5,13,-18,0,0,0,1,72563463,0
37240,72663423,0,202,59,-539,5,13,-18,0,0,0,1,72663423,0
37329,72763383,0,177,71,-547,5,13,-18,0,0,0,1,72763383,0
37418,72863343,0,149,98,-551,5,13,-18,0,0,0,1,72863343,0
37508,72963303,0,125,113,-554,5,13,-18,0,0,0,1,72963303,0
37599,73063263,0,106,135,-553,5,13,-18,0,0,0,1,73063263,0
37688,73164056,0,97,135,-555,5,13,-18,0,0,0,1,73164056,0
37778,73264016,0,87,144,-554,5,13,-18,0,0,0,1,73264016,0
37869,73363976,0,75,141,-557,5,13,-18,0,0,0,1,73363976,0
37960,73463936,0,54,152,-556,5,13,-18,0,0,0,1,73463936,0
38051,73563896,0,37,151,-558,5,13,-18,0,0,0,1,73563896,0
38140,73663856,0,11,161,-556,5,13,-18,0,0,0,1,73663856,0
38229,73763816,0,-7,155,-558,5,13,-18,0,0,0,1,73763816,0
38318,73863776,0,-30,159,-556,5,13,-18,0,0,0,1,73863776,0
38408,73963736,0,-48,146,-558,5,13,-18,0,0,0,1,73963736,0
38499,74063696,0,-63,151,-555,5,13,-18,0,0,0,1,74063696,0
38589,74163656,0,-58,146,-557,5,13,-18,0,0,0,1,74163656,0
38679,74263616,0,-44,159,-555,5,13,-18,0,0,0,1,74263616,0
38770,74363576,0,-19,160,-556,5,13,-18,0,0,0,1,74363576,0
38861,74463536,0,11,174,-552,5,13,-18,0,0,0,1,74463536,0
38952,74563496,0,48,172,-550,5,13,-18,0,0,0,1,74563496,0
39041,74663456,0,84,182,-543,5,13,-18,0,0,0,1,74663456,0
39131,74763416,0,125,175,-538,5,13,-18,0,0,0,1,74763416,0
39220,74863376,0,155,173,-530,5,13,-18,0,0,0,1,74863376,0
39310,74963336,0,177,158,-528,5,13,-18,0,0,0,1,74963336,0
39401,75063296,0,189,156,-525,5,13,-18,0,0,0,1,75063296,0
39490,75164089,0,198,144,-524,5,13,-18,0,0,0,1,75164089,0
39580,75264049,0,206,148,-520,5,13,-18,0,0,0,1,75264049,0
39671,75364009,0,213,140,-520,5,13,-18,0,0,0,1,75364009,0
39763,75463969,0,213,146,-518,5,13,-18,0,0,0,1,75463969,0
39854,75563929,0,217,143,-517,5,13,-18,0,0,0,1,75563929,0
39943,75663889,0,215,152,-515,5,13,-18,0,0,0,1,75663889,0
40032,75763849,0,216,151,-516,5,13,-18,0,0,0,1,75763849,0
40121,75863809,0,212,163,-514,5,13,-18,0,0,0,1,75863809,0
40211,75963769,0,210,161,-515,5,13,-18,0,0,0,1,75963769,0
40302,76063729,0,207,173,-512,5,13,-18,0,0,0,1,76063729,0
40391,76163689,0,205,171,-514,5,13,-18,0,0,0,1,76163689,0
40481,76263649,0,204,177,-512,5,13,-18,0,0,0,1,76263649,0
40572,76363609,0,202,170,-515,5,13,-18,0,0,0,1,76363609,0
40664,76463569,0,204,176,-512,5,13,-18,0,0,0,1,76463569,0
40755,76563529,0,204,169,-515,5,13,-18,0,0,0,1,76563529,0
40845,76663489,0,205,174,-513,5,13,-18,0,0,0,1,76663489,0
40934,76763449,0,205,165,-516,5,13,-18,0,0,0,1,76763449,0
41023,76863409,0,205,169,-514,5,13,-18,0,0,0,1,76863409,0
41113,76963369,0,206,160,-517,5,13,-18,0,0,0,1,76963369,0
41204,77063329,0,207,165,-515,5,13,-18,0,0,0,1,77063329,0
41293,77163289,0,207,156,-518,5,13,-18,0,0,0,1,77163289,0
41383,77264082,0,208,161,-516,5,13,-18,0,0,0,1,77264082,0
41475,77364042,0,207,152,-519,5,13,-18,0,0,0,1,77364042,0
41565,77464002,0,203,157,-519,5,13,-18,0,0,0,1,77464002,0
41657,77563962,0,186,150,-527,5,13,-18,0,0,0,1,77563962,0
41746,77663922,0,157,159,-534,5,13,-18,0,0,0,1,77663922,0
41835,77763882,0,123,157,-543,5,13,-18,0,0,0,1,77763882,0
41924,77863842,0,89,168,-547,5,13,-18,0,0,0,1,77863842,0
42013,77963802,0,56,163,-553,5,13,-18,0,0,0,1,77963802,0
42105,78063762,0,24,171,-552,5,13,-18,0,0,0,1,78063762,0
42194,78163722,0,2,166,-555,5,13,-18,0,0,0,1,78163722,0
42284,78263682,0,-3,173,-553,5,13,-18,0,0,0,1,78263682,0
42375,78363642,0,-12,167,-554,5,13,-18,0,0,0,1,78363642,0
42466,78463602,0,-15,170,-553,5,13,-18,0,0,0,1,78463602,0
42558,78563562,0,-23,161,-555,5,13,-18,0,0,0,1,78563562,0
42647,78663522,0,-24,168,-553,5,13,-18,0,0,0,1,78663522,0
42736,78763482,0,-30,163,-555,5,13,-18,0,0,0,1,78763482,0
42825,78863442,0,-32,172,-552,5,13,-18,0,0,0,1,78863442,0
42914,78963402,0,-28,168,-553,5,13,-18,0,0,0,1,78963402,0
43006,79063362,0,-9,177,-551,5,13,-18,0,0,0,1,79063362,0
43095,79163322,0,12,171,-553,5,13,-18,0,0,0,1,79163322,0
43185,79263282,0,41,177,-550,5,13,-18,0,0,0,1,79263282,0
43276,79364075,0,67,169,-550,5,13,-18,0,0,0,1,79364075,0
43367,79464035,0,98,175,-543,5,13,-18,0,0,0,1,79464035,0
43459,79563995,0,125,169,-539,5,13,-18,0,0,0,1,79563995,0
43548,79663955,0,151,173,-531,5,13,-18,0,0,0,1,79663955,0
43637,79763915,0,163,164,-531,5,13,-18,0,0,0,1,79763915,0
43726,79863875,0,172,170,-526,5,13,-18,0,0,0,1,79863875,0
43815,79963835,0,174,165,-527,5,13,-18,0,0,0,1,79963835,0
43907,80063795,0,181,172,-522,5,13,-18,0,0,0,1,80063795,0
43997,80163755,0,182,167,-524,5,13,-18,0,0,0,1,80163755,0
44087,80263715,0,187,172,-520,5,13,-18,0,0,0,1,80263715,0
44178,80363675,0,187,167,-522,5,13,-18,0,0,0,1,80363675,0
44268,80463635,0,195,173,-517,5,13,-18,0,0,0,1,80463635,0
44360,80563595,0,190,171,-519,5,13,-18,0,0,0,1,80563595,0
44449,80663555,0,196,175,-516,5,13,-18,0,0,0,1,80663555,0
44538,80763515,0,194,168,-519,5,13,-18,0,0,0,1,80763515,0
44627,80863475,0,201,172,-515,5,13,-18,0,0,0,1,80863475,0
44716,80963435,0,198,166,-518,5,13,-18,0,0,0,1,80963435,0
44808,81063395,0,203,171,-514,5,13,-18,0,0,0,1,81063395,0
44898,81163355,0,199,166,-518,5,13,-18,0,0,0,1,81163355,0
44988,81263315,0,204,170,-515,5,13,-18,0,0,0,1,81263315,0
45079,81363275,0,199,165,-518,5,13,-18,0,0,0,1,81363275,0
45169,81464068,0,202,169,-515,5,13,-18,0,0,0,1,81464068,0
45261,81564028,0,197,166,-518,5,13,-18,0,0,0,1,81564028,0
45351,81663988,0,202,171,-515,5,13,-18,0,0,0,1,81663988,0
45440,81763948,0,197,166,-519,5,13,-18,0,0,0,1,81763948,0
45529,81863908,0,200,170,-516,5,13,-18,0,0,0,1,81863908,0
45618,81963868,0,196,164,-519,5,13,-18,0,0,0,1,81963868,0
45710,82063828,0,199,170,-516,5,13,-18,0,0,0,1,82063828,0
45799,82163788,0,193,165,-520,5,13,-18,0,0,0,1,82163788,0
45889,82263748,0,196,170,-517,5,13,-18,0,0,0,1,82263748,0
45982,82363708,0,189,168,-521,5,13,-18,0,0,0,1,82363708,0
46072,82463668,0,187,168,-521,5,13,-18,0,0,0,1,82463668,0
46164,82563628,0,162,163,-531,5,13,-18,0,0,0,1,82563628,0
46253,82663588,0,141,168,-536,5,13,-18,0,0,0,1,82663588,0
46342,82763548,0,101,166,-545,5,13,-18,0,0,0,1,82763548,0
46431,82863508,0,73,170,-549,5,13,-18,0,0,0,1,82863508,0
46520,82963468,0,35,166,-553,5,13,-18,0,0,0,1,82963468,0
46613,83063428,0,14,172,-553,5,13,-18,0,0,0,1,83063428,0
46702,83163388,0,-4,169,-554,5,13,-18,0,0,0,1,83163388,0
46792,83263348,0,-3,173,-552,5,13,-18,0,0,0,1,83263348,0
46883,83363308,0,-12,167,-554,5,13,-18,0,0,0,1,83363308,0
46973,83463268,0,-9,169,-554,5,13,-18,0,0,0,1,83463268,0
47065,83564061,0,-21,166,-554,5,13,-18,0,0,0,1,83564061,0
47154,83664021,0,-19,169,-554,5,13,-18,0,0,0,1,83664021,0
47243,83763981,0,-30,166,-554,5,13,-18,0,0,0,1,83763981,0
47332,83863941,0,-27,171,-552,5,13,-18,0,0,0,1,83863941,0
47421,83963901,0,-25,170,-553,5,13,-18,0,0,0,1,83963901,0
47514,84063861,0,0,176,-552,5,13,-18,0,0,0,1,84063861,0
47603,84163821,0,18,173,-552,5,13,-18,0,0,0,1,84163821,0
47693,84263781,0,50,177,-549,5,13,-18,0,0,0,1,84263781,0
47784,84363741,0,73,173,-547,5,13,-18,0,0,0,1,84363741,0
47874,84463701,0,107,176,-541,5,13,-18,0,0,0,1,84463701,0
47966,84563661,0,128,172,-538,5,13,-18,0,0,0,1,84563661,0
48055,84663621,0,155,169,-532,5,13,-18,0,0,0,1,84663621,0
48145,84763581,0,161,164,-531,5,13,-18,0,0,0,1,84763581,0
48234,84863541,0,172,167,-527,5,13,-18,0,0,0,1,84863541,0
48323,84963501,0,170,169,-527,5,13,-18,0,0,0,1,84963501,0
48415,85063461,0,180,174,-522,5,13,-18,0,0,0,1,85063461,0
48504,85163421,0,179,172,-523,5,13,-18,0,0,0,1,85163421,0
48594,85263381,0,189,173,-519,5,13,-18,0,0,0,1,85263381,0
48685,85363341,0,186,171,-521,5,13,-18,0,0,0,1,85363341,0
48775,85463301,0,194,172,-517,5,13,-18,0,0,0,1,85463301,0
48868,85563261,0,191,170,-519,5,13,-18,0,0,0,1,85563261,0
48957,85664054,0,199,171,-516,5,13,-18,0,0,0,1,85664054,0
49046,85764014,0,194,169,-519,5,13,-18,0,0,0,1,85764014,0
49135,85863974,0,202,171,-515,5,13,-18,0,0,0,1,85863974,0
49224,85963934,0,197,170,-517,5,13,-18,0,0,0,1,85963934,0
49316,86063894,0,205,172,-514,5,13,-18,0,0,0,1,86063894,0
49405,86163854,0,198,170,-517,5,13,-18,0,0,0,1,86163854,0
49495,86263814,0,205,170,-514,5,13,-18,0,0,0,1,86263814,0
49586,86363774,0,198,170,-517,5,13,-18,0,0,0,1,86363774,0
49676,86463734,0,204,170,-514,5,13,-18,0,0,0,1,86463734,0
49769,86563694,0,199,170,-516,5,13,-18,0,0,0,1,86563694,0
49858,86663654,0,205,171,-514,5,13,-18,0,0,0,1,86663654,0
49948,86763614,0,195,171,-518,5,13,-18,0,0,0,1,86763614,0
50037,86863574,0,198,168,-517,5,13,-18,0,0,0,1,86863574,0
50126,86963534,0,193,170,-519,5,13,-18,0,0,0,1,86963534,0
50217,87063494,0,200,169,-516,5,13,-18,0,0,0,1,87063494,0
50307,87163454,0,192,170,-519,5,13,-18,0,0,0,1,87163454,0
50397,87263414,0,198,170,-517,5,13,-18,0,0,0,1,87263414,0
50489,87363374,0,189,170,-520,5,13,-18,0,0,0,1,87363374,0
50578,87463334,0,185,166,-523,5,13,-18,0,0,0,1,87463334,0
50670,87563294,0,154,163,-534,5,13,-18,0,0,0,1,87563294,0
50760,87664087,0,130,157,-542,5,13,-18,0,0,0,1,87664087,0
50849,87764047,0,90,157,-550,5,13,-18,0,0,0,1,87764047,0
50938,87864007,0,67,153,-554,5,13,-18,0,0,0,1,87864007,0
51027,87963967,0,33,150,-558,5,13,-18,0,0,0,1,87963967,0
51118,88063927,0,22,149,-559,5,13,-18,0,0,0,1,88063927,0
51208,88163887,0,7,148,-560,5,13,-18,0,0,0,1,88163887,0
51298,88263847,0,13,146,-560,5,13,-18,0,0,0,1,88263847,0
51389,88363807,0,4,145,-560,5,13,-18,0,0,0,1,88363807,0
51479,88463767,0,9,143,-561,5,13,-18,0,0,0,1,88463767,0
51571,88563727,0,-3,145,-561,5,13,-18,0,0,0,1,88563727,0
51661,88663687,0,0,142,-561,5,13,-18,0,0,0,1,88663687,0
51750,88763647,0,-9,146,-560,5,13,-18,0,0,0,1,88763647,0
51839,88863607,0,-6,145,-561,5,13,-18,0,0,0,1,88863607,0
51928,88963567,0,-2,151,-559,5,13,-18,0,0,0,1,88963567,0
52019,89063527,0,24,147,-559,5,13,-18,0,0,0,1,89063527,0
52109,89163487,0,42,150,-557,5,13,-18,0,0,0,1,89163487,0
52199,89263447,0,76,149,-554,5,13,-18,0,0,0,1,89263447,0
52290,89363407,0,96,152,-550,5,13,-18,0,0,0,1,89363407,0
52380,89463367,0,130,151,-543,5,13,-18,0,0,0,1,89463367,0
52472,89563327,0,150,152,-538,5,13,-18,0,0,0,1,89563327,0
52562,89663287,0,173,149,-532,5,13,-18,0,0,0,1,89663287,0
52651,89764080,0,177,151,-530,5,13,-18,0,0,0,1,89764080,0
52740,89864040,0,191,149,-526,5,13,-18,0,0,0,1,89864040,0
52829,89964000,0,189,153,-525,5,13,-18,0,0,0,1,89964000,0
52921,90063960,0,199,151,-522,5,13,-18,0,0,0,1,90063960,0
53011,90163920,0,197,152,-523,5,13,-18,0,0,0,1,90163920,0
53101,90263880,0,207,149,-520,5,13,-18,0,0,0,1,90263880,0
53192,90363840,0,206,151,-520,5,13,-18,0,0,0,1,90363840,0
53281,90463800,0,215,147,-517,5,13,-18,0,0,0,1,90463800,0
53373,90563760,0,212,149,-518,5,13,-18,0,0,0,1,90563760,0
53463,90663720,0,218,146,-516,5,13,-18,0,0,0,1,90663720,0
53552,90763680,0,215,148,-517,5,13,-18,0,0,0,1,90763680,0
53641,90863640,0,223,142,-515,5,13,-18,0,0,0,1,90863640,0
53730,90963600,0,222,147,-514,5,13,-18,0,0,0,1,90963600,0
53822,91063560,0,225,142,-514,5,13,-18,0,0,0,1,91063560,0
53912,91163520,0,219,147,-515,5,13,-18,0,0,0,1,91163520,0
54002,91263480,0,223,144,-514,5,13,-18,0,0,0,1,91263480,0
54093,91363440,0,218,150,-515,5,13,-18,0,0,0,1,91363440,0
54182,91463400,0,223,146,-514,5,13,-18,0,0,0,1,91463400,0
54274,91563360,0,217,151,-515,5,13,-18,0,0,0,1,91563360,0
54364,91663320,0,220,146,-515,5,13,-18,0,0,0,1,91663320,0
54453,91763280,0,215,152,-516,5,13,-18,0,0,0,1,91763280,0
54543,91864073,0,218,147,-516,5,13,-18,0,0,0,1,91864073,0
54632,91964033,0,212,151,-517,5,13,-18,0,0,0,1,91964033,0
54723,92063993,0,216,147,-516,5,13,-18,0,0,0,1,92063993,0
54813,92163953,0,209,152,-518,5,13,-18,0,0,0,1,92163953,0
54904,92263913,0,214,149,-517,5,13,-18,0,0,0,1,92263913,0
54998,92363873,0,206,152,-519,5,13,-18,0,0,0,1,92363873,0
55087,92463833,0,197,147,-524,5,13,-18,0,0,0,1,92463833,0
55179,92563793,0,165,155,-533,5,13,-18,0,0,0,1,92563793,0
55269,92663753,0,136,159,-540,5,13,-18,0,0,0,1,92663753,0
55358,92763713,0,98,174,-543,5,13,-18,0,0,0,1,92763713,0
55447,92863673,0,64,175,-548,5,13,-18,0,0,0,1,92863673,0
55536,92963633,0,26,186,-548,5,13,-18,0,0,0,1,92963633,0
55628,93063593,0,5,182,-550,5,13,-18,0,0,0,1,93063593,0
55718,93163553,0,-10,190,-547,5,13,-18,0,0,0,1,93163553,0
55808,93263513,0,-17,182,-549,5,13,-18,0,0,0,1,93263513,0
55899,93363473,0,-29,187,-547,5,13,-18,0,0,0,1,93363473,0
55988,93463433,0,-30,180,-549,5,13,-18,0,0,0,1,93463433,0
56080,93563393,0,-42,184,-547,5,13,-18,0,0,0,1,93563393,0
56170,93663353,0,-46,178,-549,5,13,-18,0,0,0,1,93663353,0
56259,93763313,0,-56,186,-545,5,13,-18,0,0,0,1,93763313,0
56348,93863273,0,-55,181,-547,5,13,-18,0,0,0,1,93863273,0
56437,93964066,0,-50,191,-544,5,13,-18,0,0,0,1,93964066,0
56529,94064026,0,-27,187,-547,5,13,-18,0,0,0,1,94064026,0
56619,94163986,0,-3,194,-545,5,13,-18,0,0,0,1,94163986,0
56709,94263946,0,30,187,-547,5,13,-18,0,0,0,1,94263946,0
56800,94363906,0,56,191,-543,5,13,-18,0,0,0,1,94363906,0
56889,94463866,0,88,183,-542,5,13,-18,0,0,0,1,94463866,0
56981,94563826,0,115,185,-536,5,13,-18,0,0,0,1,94563826,0
57071,94663786,0,140,176,-533,5,13,-18,0,0,0,1,94663786,0
57161,94763746,0,150,178,-530,5,13,-18,0,0,0,1,94763746,0
57250,94863706,0,159,173,-529,5,13,-18,0,0,0,1,94863706,0
57339,94963666,0,160,182,-526,5,13,-18,0,0,0,1,94963666,0
57430,95063626,0,164,177,-526,5,13,-18,0,0,0,1,95063626,0
57520,95163586,0,165,186,-523,5,13,-18,0,0,0,1,95163586,0
57610,95263546,0,172,180,-523,5,13,-18,0,0,0,1,95263546,0
57701,95363506,0,174,186,-520,5,13,-18,0,0,0,1,95363506,0
57791,95463466,0,178,181,-520,5,13,-18,0,0,0,1,95463466,0
57883,95563426,0,177,187,-518,5,13,-18,0,0,0,1,95563426,0
57973,95663386,0,181,182,-519,5,13,-18,0,0,0,1,95663386,0
58062,95763346,0,182,187,-517,5,13,-18,0,0,0,1,95763346,0
58151,95863306,0,185,181,-518,5,13,-18,0,0,0,1,95863306,0
58240,95963266,0,185,186,-516,5,13,-18,0,0,0,1,95963266,0
58331,96064059,0,188,181,-517,5,13,-18,0,0,0,1,96064059,0
58421,96164019,0,188,188,-514,5,13,-18,0,0,0,1,96164019,0
58511,96263979,0,189,179,-517,5,13,-18,0,0,0,1,96263979,0
58603,96363939,0,187,184,-516,5,13,-18,0,0,0,1,96363939,0
58692,96463899,0,189,178,-517,5,13,-18,0,0,0,1,96463899,0
58784,96563859,0,187,185,-516,5,13,-18,0,0,0,1,96563859,0
58873,96663819,0,188,178,-518,5,13,-18,0,0,0,1,96663819,0
58963,96763779,0,187,185,-516,5,13,-18,0,0,0,1,96763779,0
59052,96863739,0,186,178,-519,5,13,-18,0,0,0,1,96863739,0
59142,96963699,0,185,184,-517,5,13,-18,0,0,0,1,96963699,0
59233,97063659,0,184,179,-519,5,13,-18,0,0,0,1,97063659,0
59322,97163619,0,184,188,-516,5,13,-18,0,0,0,1,97163619,0
59414,97263579,0,182,182,-518,5,13,-18,0,0,0,1,97263579,0
59505,97363539,0,176,185,-520,5,13,-18,0,0,0,1,97363539,0
59594,97463499,0,155,174,-530,5,13,-18,0,0,0,1,97463499,0
59686,97563459,0,125,179,-536,5,13,-18,0,0,0,1,97563459,0
59775,97663419,0,92,172,-545,5,13,-18,0,0,0,1,97663419,0
59865,97763379,0,61,178,-548,5,13,-18,0,0,0,1,97763379,0
59954,97863339,0,30,167,-553,5,13,-18,0,0,0,1,97863339,0
60043,97963299,0,5,174,-552,5,13,-18,0,0,0,1,97963299,0
60134,98064092,0,-8,167,-554,5,13,-18,0,0,0,1,98064092,0
60223,98164052,0,-8,171,-553,5,13,-18,0,0,0,1,98164052,0
60314,98264012,0,-11,162,-556,5,13,-18,0,0,0,1,98264012,0
60406,98363972,0,-13,168,-554,5,13,-18,0,0,0,1,98363972,0
60495,98463932,0,-16,160,-556,5,13,-18,0,0,0,1,98463932,0
60587,98563892,0,-21,169,-553,5,13,-18,0,0,0,1,98563892,0
60676,98663852,0,-25,163,-555,5,13,-18,0,0,0,1,98663852,0
60766,98763812,0,-27,172,-552,5,13,-18,0,0,0,1,98763812,0
60855,98863772,0,-18,168,-554,5,13,-18,0,0,0,1,98863772,0
60944,98963732,0,0,178,-551,5,13,-18,0,0,0,1,98963732,0
61036,99063692,0,22,171,-553,5,13,-18,0,0,0,1,99063692,0
61125,99163652,0,52,176,-549,5,13,-18,0,0,0,1,99163652,0
61216,99263612,0,77,170,-548,5,13,-18,0,0,0,1,99263612,0
61307,99363572,0,107,177,-541,5,13,-18,0,0,0,1,99363572,0
61396,99463532,0,130,170,-538,5,13,-18,0,0,0,1,99463532,0
61488,99563492,0,151,175,-531,5,13,-18,0,0,0,1,99563492,0
61577,99663452,0,160,167,-530,5,13,-18,0,0,0,1,99663452,0
61668,99763412,0,168,174,-526,5,13,-18,0,0,0,1,99763412,0
61757,99863372,0,171,170,-526,5,13,-18,0,0,0,1,99863372,0
61846,99963332,0,177,177,-522,5,13,-18,0,0,0,1,99963332,0
61937,100063292,0,179,171,-523,5,13,-18,0,0,0,1,100063292,0
62026,100164085,0,185,176,-520,5,13,-18,0,0,0,1,100164085,0
62117,100264045,0,185,168,-522,5,13,-18,0,0,0,1,100264045,0
62209,100364005,0,192,174,-518,5,13,-18,0,0,0,1,100364005,0
62298,100463965,0,193,168,-519,5,13,-18,0,0,0,1,100463965,0
62390,100563925,0,198,173,-516,5,13,-18,0,0,0,1,100563925,0
62479,100663885,0,197,166,-518,5,13,-18,0,0,0,1,100663885,0
62569,100763845,0,202,171,-515,5,13,-18,0,0,0,1,100763845,0
62658,100863805,0,200,166,-517,5,13,-18,0,0,0,1,100863805,0
62747,100963765,0,204,171,-514,5,13,-18,0,0,0,1,100963765,0
62838,101063725,0,203,166,-516,5,13,-18,0,0,0,1,101063725,0
62927,101163685,0,205,171,-514,5,13,-18,0,0,0,1,101163685,0
63018,101263645,0,199,165,-518,5,13,-18,0,0,0,1,101263645,0
63110,101363605,0,203,168,-515,5,13,-18,0,0,0,1,101363605,0
63199,101463565,0,198,166,-518,5,13,-18,0,0,0,1,101463565,0
63291,101563525,0,202,172,-514,5,13,-18,0,0,0,1,101563525,0
63380,101663485,0,197,166,-518,5,13,-18,0,0,0,1,101663485,0
63470,101763445,0,200,170,-516,5,13,-18,0,0,0,1,101763445,0
63559,101863405,0,194,166,-520,5,13,-18,0,0,0,1,101863405,0
63648,101963365,0,198,172,-516,5,13,-18,0,0,0,1,101963365,0
63740,102063325,0,193,168,-519,5,13,-18,0,0,0,1,102063325,0
63829,102163285,0,196,173,-517,5,13,-18,0,0,0,1,102163285,0
63921,102264078,0,188,169,-521,5,13,-18,0,0,0,1,102264078,0
64013,102364038,0,180,171,-523,5,13,-18,0,0,0,1,102364038,0
64102,102463998,0,150,163,-534,5,13,-18,0,0,0,1,102463998,0
64194,102563958,0,124,168,-540,5,13,-18,0,0,0,1,102563958,0
64283,102663918,0,87,163,-549,5,13,-18,0,0,0,1,102663918,0
64373,102763878,0,61,168,-551,5,13,-18,0,0,0,1,102763878,0
64462,102863838,0,26,161,-556,5,13,-18,0,0,0,1,102863838,0
64551,102963798,0,10,166,-554,5,13,-18,0,0,0,1,102963798,0
64642,103063758,0,-3,161,-556,5,13,-18,0,0,0,1,103063758,0
64731,103163718,0,0,164,-555,5,13,-18,0,0,0,1,103163718,0
64822,103263678,0,-7,161,-556,5,13,-18,0,0,0,1,103263678,0
64914,103363638,0,-6,164,-555,5,13,-18,0,0,0,1,103363638,0
65003,103463598,0,-17,161,-556,5,13,-18,0,0,0,1,103463598,0
65095,103563558,0,-14,164,-555,5,13,-18,0,0,0,1,103563558,0
65184,103663518,0,-26,161,-556,5,13,-18,0,0,0,1,103663518,0
65274,103763478,0,-24,165,-554,5,13,-18,0,0,0,1,103763478,0
65363,103863438,0,-25,162,-555,5,13,-18,0,0,0,1,103863438,0
65452,103963398,0,-3,168,-554,5,13,-18,0,0,0,1,103963398,0
65544,104063358,0,14,165,-555,5,13,-18,0,0,0,1,104063358,0
65633,104163318,0,46,170,-551,5,13,-18,0,0,0,1,104163318,0
65723,104263278,0,68,166,-550,5,13,-18,0,0,0,1,104263278,0
65815,104364071,0,103,169,-544,5,13,-18,0,0,0,1,104364071,0
65904,104464031,0,127,166,-540,5,13,-18,0,0,0,1,104464031,0
65996,104563991,0,154,166,-533,5,13,-18,0,0,0,1,104563991,0
66085,104663951,0,161,161,-532,5,13,-18,0,0,0,1,104663951,0
66176,104763911,0,174,164,-527,5,13,-18,0,0,0,1,104763911,0
66265,104863871,0,174,163,-527,5,13,-18,0,0,0,1,104863871,0
66354,104963831,0,184,167,-523,5,13,-18,0,0,0,1,104963831,0
66445,105063791,0,184,164,-524,5,13,-18,0,0,0,1,105063791,0
66534,105163751,0,193,166,-520,5,13,-18,0,0,0,1,105163751,0
66624,105263711,0,191,162,-522,5,13,-18,0,0,0,1,105263711,0
66717,105363671,0,201,164,-518,5,13,-18,0,0,0,1,105363671,0
66806,105463631,0,197,164,-519,5,13,-18,0,0,0,1,105463631,0
66898,105563591,0,205,165,-516,5,13,-18,0,0,0,1,105563591,0
66987,105663551,0,200,163,-518,5,13,-18,0,0,0,1,105663551,0
67077,105763511,0,208,165,-514,5,13,-18,0,0,0,1,105763511,0
67166,105863471,0,203,164,-517,5,13,-18,0,0,0,1,105863471,0
67255,105963431,0,210,166,-514,5,13,-18,0,0,0,1,105963431,0
67346,106063391,0,204,163,-517,5,13,-18,0,0,0,1,106063391,0
67435,106163351,0,210,164,-514,5,13,-18,0,0,0,1,106163351,0
67525,106263311,0,204,162,-517,5,13,-18,0,0,0,1,106263311,0
67618,106363271,0,210,163,-514,5,13,-18,0,0,0,1,106363271,0
