LineNo,TimeUS,C,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ,OH,labels
48605,85263381,0,1.21,3.38,327.34,2.397476,-1.527503,0.01261303,0.01094954,24.70766,-15.3949,-20.1908,0.04,0.04,0.0,20.36,0
58612,96363939,0,-0.56,5.44,322.65,1.247658,-0.9340737,-0.0127857,-0.00839303,46.04792,-28.20123,-20.10137,0.05,0.06,0.02,20.36,0
192625,245863282,0,-28.25,-3.08,90.35,-5.279254,3.968971,3.112984,2.866948,250.1964,41.90913,-23.8292,0.19,0.13,0.11,20.36,2
134490,181263299,0,-0.51,-28.32,145.26,-8.195395,5.596526,0.01179208,-0.00783868,438.945,-214.2331,-21.66734,0.09,0.16,0.11,20.36,0
126477,172363527,0,3.03,-30.64,146.29,-5.966042,4.124388,-0.04037889,-0.06725837,509.4155,-261.2873,-21.56036,0.08,0.16,0.11,20.36,0
274487,336863534,0,0.14,-21.63,144.66,-2.31774,1.496207,0.08975544,0.1078394,182.2529,221.2338,-18.75079,0.22,0.25,0.28,20.36,0
352490,423563840,0,1.73,3.66,194.2,-1.15273,-0.2537673,-0.01855967,-0.00890421,31.49098,210.4698,-19.54817,0.16,0.17,0.19,20.36,0
175893,227264058,0,0.62,-20.17,89.49,-0.04684548,1.995568,-0.03672383,-0.02953525,250.1464,4.640457,-21.0998,0.16,0.19,0.16,20.36,0
147363,195563410,0,0.76,-31.69,138.09,-7.475158,6.584817,0.02918204,0.00949273,326.6527,-126.4135,-21.6868,0.11,0.18,0.1,20.36,0
35624,70863310,0,-1.07,1.22,3.16,-0.01246023,0.0039875,-0.01341096,-0.00543728,-0.2759216,-0.1691208,-20.27765,0.03,0.03,-0.03,20.36,0
325020,393063545,0,-0.22,-0.08,297.56,0.00152349,-0.02416949,-0.01222978,0.00029555,155.1114,239.9184,1.922078,0.18,0.18,0.26,20.36,3
95027,137063486,0,-0.93,-29.47,329.22,-4.04915,3.902064,0.1590294,-0.09895012,15.91364,-7.269476,-21.01099,0.08,0.0,0.13,20.36,1
64651,103063758,0,-0.66,-19.39,328.75,1.544946,-0.8616322,-0.2161026,-0.2090593,56.91641,-35.14964,-20.18159,0.06,0.07,0.03,20.36,0
185077,237463310,0,-9.94,-10.36,92.37,1.460238,-3.160794,-2.656014,-2.941934,252.2295,26.49359,-26.41905,0.18,0.12,0.12,20.36,0
63029,101263645,0,-0.74,2.58,327.56,1.25606,-0.7965996,-0.01042525,-0.00746055,55.29242,-34.19354,-20.05265,0.06,0.07,0.03,20.36,0
97961,140363832,0,2.73,-31.4,328.92,-4.601899,4.217811,0.2695774,-0.00461231,12.0285,-4.948886,-21.19635,0.08,0.07,0.15,20.36,1
225717,282663556,0,-27.25,-13.29,99.87,0.4299579,0.8001513,0.1887731,-1.331331,248.5293,154.789,-21.34355,0.23,0.04,-0.17,20.36,2
42203,78163722,0,-0.32,-19.41,327.58,1.371889,-0.7996063,-0.00713374,-0.01390091,9.703988,-5.991638,-20.09954,0.04,0.04,-0.01,20.36,0
438623,520763278,0,-0.08,-0.15,207.39,-0.02718725,0.00517113,-0.01454308,-0.00047513,-0.00151342,0.01311141,-0.03410919,0.08,0.08,0.1,20.36,4
212140,267563765,0,-1.21,-30.04,93.11,1.442298,0.9577533,2.579819,1.36421,248.8875,112.8548,-20.54849,0.21,0.13,0.07,20.36,2
189035,241864049,0,-27.34,2.01,88.7,-5.535521,5.582371,16.92325,11.84899,246.4699,37.46817,-16.59075,0.18,0.12,0.11,20.36,2
11246,27264090,0,0.05,0.03,2.68,-0.01686769,0.01677081,-0.00298183,0.00138035,0.0,0.0,-0.00944839,0.0,0.01,-0.37,20.36,0
380222,454364015,0,26.89,-9.56,205.55,-0.1617167,-9.802291,0.03589832,0.03091466,1.701593,135.2459,-19.73463,0.13,0.15,0.16,20.36,4
340602,410363289,0,1.83,-18.19,193.21,-7.649784,-1.70872,-1.171346,-1.188475,72.73021,224.0694,-17.06948,0.17,0.18,0.2,20.36,0
25178,59263785,0,-0.4,-1.19,3.47,-0.01027353,0.00518155,-1.856144,-1.914608,0.02883747,-0.0291518,-18.28492,0.02,0.02,-0.05,20.36,0
230833,288363775,0,-19.7,14.41,86.36,-5.824414,6.044549,-1.582622,-2.324003,250.5304,177.6603,-19.64944,0.23,0.03,-0.2,20.36,2
71864,111063890,0,-1.33,2.8,327.35,1.366697,-0.8917595,-0.00347763,-0.00070012,74.23542,-45.60694,-20.24674,0.06,0.07,0.05,20.36,1
276376,338963527,0,-1.45,4.31,145.58,-1.554151,1.244439,-0.02259778,-0.01593438,177.2712,224.9636,-18.70005,0.23,0.25,0.29,20.36,0
107567,151163677,0,3.2,-30.38,331.3,-0.6533594,0.7134656,-0.0116888,-0.02686047,17.27717,-10.43222,-21.23171,0.08,0.24,0.15,20.36,1
322499,390263832,0,-0.22,-0.08,300.85,0.00083516,-0.02308436,-0.01280801,0.00046802,155.1128,239.9169,1.92002,0.18,0.19,0.27,20.36,3
195590,249163628,0,-29.46,-1.3,89.7,-3.930131,4.47568,-0.2549839,-0.4098764,249.8547,55.47275,-19.55351,0.19,0.14,0.11,20.36,2
387865,462863947,0,23.68,-9.69,205.58,-0.1422397,-9.924148,0.01635977,0.00117472,0.6430891,50.62174,-19.66898,0.11,0.14,0.16,20.36,4
207644,262563266,0,-26.33,-15.07,81.36,-1.228361,1.963686,1.476546,1.024059,241.8212,99.91349,-23.39428,0.19,0.14,0.09,20.36,2
141867,189463351,0,0.18,-28.12,141.69,-7.824692,6.152105,0.01429709,-0.00551771,373.2465,-165.5501,-21.6955,0.1,0.17,0.1,20.36,0
380491,454663895,0,23.69,-11.07,204.86,-0.1579687,-9.826382,0.03909089,0.03210722,1.667504,132.2787,-19.72514,0.13,0.15,0.16,20.36,4
183821,236063870,0,-13.84,28.9,87.02,-0.4847284,2.46358,-0.7263845,-0.8147221,249.9931,30.91203,-23.27386,0.18,0.12,0.13,20.36,0
305299,371163975,0,-0.21,-0.21,321.22,0.04021453,-0.04004849,-0.01862642,-0.01773535,155.1335,239.899,1.973645,0.19,0.23,0.3,20.36,3
60052,97963299,0,0.57,-15.34,324.59,1.180713,-0.7437519,0.02993297,0.03006306,47.45145,-29.19747,-20.09196,0.05,0.06,0.02,20.36,0
248016,307463632,0,13.7,-6.9,182.67,-2.099305,-0.2335399,0.873728,0.2550888,232.4983,189.3954,-20.19295,0.25,0.05,-0.2,20.36,0
419459,497964068,0,0.51,1.21,207.82,-0.02733013,-0.00052379,0.472991,0.4952685,0.00424094,0.00672186,-3.369093,0.09,0.1,0.11,20.36,4
284844,348363932,0,-0.59,4.0,147.2,-2.288266,1.591317,-0.00093925,0.01187419,161.5669,235.7047,-18.70048,0.22,0.23,0.31,20.36,0
297842,362863963,0,-0.53,0.05,326.28,-0.09820175,-0.08748036,0.06785844,-0.02159387,155.0569,239.8645,2.213157,0.22,0.23,0.3,20.36,3
277640,340363800,0,-1.67,2.5,146.21,-0.5268029,0.4928758,-0.00293335,0.00162854,175.82,226.1423,-18.71608,0.23,0.25,0.29,20.36,0
42114,78063762,0,-0.13,-15.0,328.11,1.14784,-0.6628254,-0.00949442,-0.01604703,9.582849,-5.921291,-20.09806,0.04,0.05,-0.01,20.36,0
180306,232163764,0,-2.6,-17.14,91.17,-0.7841226,1.962658,0.1206241,-0.00190268,249.7981,18.85933,-23.16385,0.19,0.12,0.13,20.36,0
308901,375164041,0,-0.2,-0.18,317.32,0.03730912,-0.03966285,-0.0206477,-0.00601555,155.1428,239.9024,1.926399,0.19,0.22,0.3,20.36,3
155998,205163735,0,0.1,-31.12,126.29,-5.943478,7.940192,0.02559372,0.01374703,261.5603,-56.766,-21.68752,0.12,0.19,0.11,20.36,0
65735,104263278,0,-1.49,-10.05,329.22,3.533587,-2.061232,-0.06512836,-0.07346731,60.07724,-36.96878,-20.35846,0.06,0.06,0.04,20.36,0
54373,91663320,0,1.48,2.8,334.32,1.071107,-0.4802741,-0.01105262,-0.00859039,37.08157,-21.77951,-20.26452,0.05,0.06,0.01,20.36,0
18868,52264086,0,0.35,-1.66,0.92,-0.00870613,0.01061028,-1.687819,-1.741658,0.02531972,-0.02325134,-2.739007,0.02,0.02,-0.06,20.36,0
342313,412263362,0,-1.28,-4.89,196.84,-6.006658,-1.763198,-0.7747788,-0.7758197,58.96838,220.2732,-18.79102,0.17,0.18,0.2,20.36,0
370856,443964010,0,1.22,-0.28,206.92,-0.05071208,-0.01537214,0.00101571,0.00497353,2.586392,197.3507,-19.94899,0.14,0.15,0.16,20.36,0
152395,201163669,0,-0.17,-31.32,134.58,-6.998538,7.093611,0.01090432,-0.0089352,286.6386,-87.49722,-21.71979,0.11,0.19,0.1,20.36,0
404333,481163291,0,-0.9,-1.52,207.77,-0.0370767,0.00547611,1.439342,1.48404,0.01856126,0.01934926,-13.74158,0.1,0.12,0.13,20.36,4
5163,19663798,0,0.03,0.01,3.55,-0.00764284,0.00679478,-0.01035909,0.0029283,0.0,0.0,-0.02281938,0.0,0.0,-0.8,20.36,0
20043,53563566,0,0.6,1.86,3.98,-0.01638514,0.01013076,-2.049629,-2.105106,0.02214107,-0.03122443,-5.318096,0.02,0.02,-0.06,20.36,0
162211,212063474,0,-11.35,-5.07,92.02,0.425385,1.49108,0.06452519,0.05912463,241.5567,-14.49633,-21.82062,0.13,0.2,0.12,20.36,0
345464,415763628,0,0.98,-14.75,199.98,-1.353713,-0.5733612,-0.04421361,-0.00781497,49.15001,217.0997,-19.54115,0.16,0.18,0.2,20.36,0
191278,244363882,0,27.59,-5.76,91.41,0.6776247,3.255671,1.834031,1.369599,258.044,36.54192,-27.48987,0.18,0.13,0.12,20.36,2
151772,200463949,0,1.28,-27.91,134.3,-6.994006,7.094556,0.00377401,-0.01474522,291.5337,-92.49208,-21.71135,0.11,0.18,0.1,20.36,0
91470,133063420,0,-2.62,-28.21,329.01,-1.476867,2.504424,-0.2324493,-0.1302403,25.1185,-11.47746,-20.44892,0.07,-0.04,0.11,20.36,1
178329,229963811,0,9.27,4.11,85.74,-0.701236,4.984834,7.849068,7.011289,249.925,15.31536,-18.38771,0.17,0.17,0.16,20.36,0
263146,324263576,0,-1.74,3.62,157.15,-1.5295,0.9339622,-0.02969384,-0.00978051,202.0357,209.1617,-19.26989,0.23,0.29,0.21,20.36,0
224994,281863876,0,-29.01,-7.2,97.49,-3.475206,1.16875,0.2016017,-1.450844,246.6649,155.1011,-21.19851,0.23,0.03,-0.19,20.36,2
22023,55763519,0,0.43,1.74,3.48,-0.00466131,0.01002274,-2.234687,-2.281945,0.01378527,-0.02068631,-10.1228,0.01,0.02,-0.06,20.36,0
38508,74063696,0,5.19,-18.17,314.11,2.952567,-1.690976,0.05553187,0.06421559,1.66954,-1.308054,-20.12698,0.03,0.03,-0.01,20.36,0
231464,289063495,0,-29.64,-4.26,92.51,-3.172633,2.358413,-1.595226,-2.549557,250.025,177.4223,-21.3837,0.23,0.04,-0.19,20.36,2
123056,168563381,0,6.59,25.38,353.62,4.157313,-2.259043,0.02836324,0.01610499,517.6268,-267.4798,-21.55037,0.09,0.17,0.1,20.36,0
421351,500064061,0,1.26,-1.55,207.75,-0.02774895,-0.00810781,0.4752695,0.501942,0.00582355,-0.00462924,-2.318505,0.09,0.1,0.1,20.36,4
3237,17263925,0,0.02,0.01,3.72,-0.00531642,0.00404935,-0.01668392,0.00477542,0.0,0.0,-0.03169932,0.0,0.0,-1.07,0.0,0
371129,444263890,0,-1.82,-0.31,206.9,-0.0546424,-0.0150515,0.00568983,0.00880829,2.581924,197.3479,-19.94686,0.14,0.15,0.16,20.36,0
61134,99163652,0,0.13,-9.17,327.77,3.349547,-2.106818,0.00125679,0.00875942,50.25681,-30.94329,-20.06473,0.06,0.06,0.03,20.36,0
258730,319363870,0,-1.95,3.19,158.83,-1.388373,0.9990659,0.01298474,0.04498073,210.5845,204.6649,-19.39029,0.25,0.31,0.17,20.36,0
277821,340563720,0,-1.65,1.96,146.05,-0.4378389,0.4120382,-0.00030458,0.00486453,175.7143,226.2195,-18.71535,0.23,0.25,0.29,20.36,0
49233,85963934,0,-1.51,3.17,327.36,1.635034,-1.043496,0.00057886,-0.00161753,26.1899,-16.35217,-20.1883,0.04,0.05,0.0,20.36,0
307640,373763768,0,-0.2,-0.19,318.71,0.04167219,-0.04022171,-0.02101982,-0.00938629,155.144,239.9008,1.937632,0.19,0.22,0.3,20.36,3
263324,324463496,0,-1.76,3.16,157.16,-1.335923,0.8513796,-0.03006008,-0.01112152,201.7448,209.3476,-19.27209,0.23,0.29,0.21,20.36,0
73398,112764043,0,0.95,-15.46,325.51,1.049034,-0.6497319,-0.01083811,-0.00662731,75.77547,-46.57324,-20.25091,0.06,0.07,0.05,20.36,1
413517,491363376,0,-1.52,-0.72,207.8,-0.03538806,-0.00575941,0.489043,0.5067769,0.00229484,0.02044581,-6.656275,0.09,0.11,0.12,20.36,4
234968,292963601,0,-24.64,18.62,86.36,-4.474647,2.324511,0.3186953,-0.3436031,247.5009,188.6364,-16.29727,0.24,0.04,-0.21,20.36,2
272865,335063421,0,-1.79,2.82,154.75,-0.7720771,0.5550131,-0.01193341,-0.00893237,183.9516,220.2442,-18.88449,0.23,0.26,0.27,20.36,0
26441,60664058,0,-1.06,0.5,3.32,-0.02732941,0.00576606,-0.4859527,-0.5029597,0.02925639,-0.03934379,-19.92677,0.02,0.02,-0.05,20.36,0
245674,304863839,0,17.22,8.08,196.69,-1.538027,0.4224144,-1.402235,-2.137958,234.8359,187.7318,-19.66037,0.25,0.0,-0.29,20.36,0
307010,373064048,0,-0.2,-0.2,319.41,0.04296585,-0.04076972,-0.02096969,-0.01205778,155.1437,239.8996,1.945126,0.19,0.22,0.3,20.36,3
99383,141964025,0,3.13,-31.1,329.14,-4.406902,3.883984,0.23744,0.02065407,11.31067,-4.744399,-21.18335,0.08,0.1,0.15,20.36,1
173282,224363552,0,-0.75,3.0,83.37,-0.0095497,3.486183,0.02453201,0.03546135,250.1935,-0.8391505,-21.07903,0.16,0.18,0.15,20.36,0
233527,291363408,0,12.06,29.61,95.59,0.1854741,5.767173,3.18799,2.446376,255.2075,183.5747,-17.86587,0.23,0.05,-0.19,20.36,2
365179,437664031,0,0.92,2.07,207.02,-2.030112,-0.9234454,-0.01688527,-0.00570789,5.175269,198.6651,-19.77485,0.15,0.16,0.16,20.36,0
361037,433063372,0,-1.64,3.88,200.36,-1.605264,-0.5407963,0.00362995,0.0116005,13.69862,202.7336,-19.83287,0.16,0.16,0.17,20.36,0
294806,359463657,0,69.94,41.3,97.37,-0.2608275,-1.546343,1.09569,0.9987228,155.3317,240.1323,1.974359,0.23,0.23,0.3,20.36,3
373919,447363483,0,16.8,-6.96,205.98,-0.03928429,-3.54451,-0.01025291,0.00377473,2.545338,193.7924,-19.9505,0.15,0.14,0.16,20.36,4
91824,133463260,0,-2.33,-28.17,329.04,-1.867663,2.674893,-0.2010949,-0.1457968,24.05635,-10.88302,-20.50615,0.07,-0.04,0.11,20.36,1
412888,490663656,0,1.56,-0.07,207.74,-0.03473281,0.00291111,0.4929043,0.5086681,0.00410524,0.01973101,-7.012527,0.09,0.11,0.12,20.36,4
408116,485363277,0,1.56,-0.01,207.71,-0.02518407,-0.01125716,0.4785225,0.4780355,0.01650366,0.02674109,-9.67929,0.09,0.12,0.12,20.36,4
437966,519963598,0,-0.08,-0.15,207.42,-0.02744468,0.00487544,-0.01436673,-0.00041898,-0.00164557,0.01279276,-0.03343402,0.08,0.08,0.1,20.36,4
176793,228263658,0,-0.22,-22.32,89.74,-0.05109239,4.428834,-0.02445179,-0.02554677,250.1101,7.72425,-21.12867,0.16,0.18,0.15,20.36,0
79010,119064022,0,-0.92,-1.96,332.64,3.228516,-1.631003,-0.00110674,-0.00149594,88.63756,-55.31601,-20.29377,0.07,0.08,0.06,20.36,1
333580,402563910,0,-3.64,-28.93,187.82,-6.038727,-1.948574,-1.428871,-1.449535,144.3453,239.2192,-6.42678,0.16,0.16,0.21,20.36,0
329162,397663371,0,-0.23,-0.06,292.2,-0.00929943,-0.0167592,-0.01188872,0.00016318,155.1051,239.9232,1.923804,0.17,0.18,0.25,20.36,3
82748,123264008,0,1.96,-27.24,328.65,3.457724,-1.618909,-0.1811009,-0.1869804,24.10082,-15.10308,-20.49234,0.07,0.08,0.07,20.36,1
8764,24163664,0,0.04,0.02,3.02,-0.01292791,0.01323761,-0.00506937,0.00148823,0.0,0.0,-0.01368039,0.0,0.0,-0.49,20.36,0
412707,490463736,0,1.47,-0.45,207.73,-0.03496635,0.00727035,0.491936,0.5076799,0.00608817,0.01877222,-7.114109,0.09,0.11,0.12,20.36,4
382740,457163728,0,24.53,-8.57,206.0,-0.1549862,-9.885947,0.028976,0.01361534,1.365504,107.538,-19.6715,0.12,0.15,0.16,20.36,4
362118,434263725,0,-1.55,1.65,200.76,-0.6587977,-0.2099199,-0.00247592,0.00481251,12.36187,202.2484,-19.82537,0.15,0.16,0.17,20.36,0
193611,246963675,0,-17.09,-14.41,94.69,-1.197099,4.214561,2.709466,2.596998,248.9019,46.52356,-20.75853,0.19,0.14,0.12,20.36,2
335199,404364023,0,1.64,-27.55,190.88,-9.116095,-1.339861,-1.42773,-1.441957,130.1884,236.5155,-9.019341,0.17,0.16,0.21,20.36,0
113974,158363296,0,3.36,-29.74,334.54,1.188718,-0.6103323,0.04387457,0.01187287,23.43213,-15.02138,-21.42977,0.08,0.23,0.12,20.36,1
234518,292463801,0,-17.92,22.48,87.79,-4.234804,4.305357,0.7962524,0.1522408,249.8352,188.581,-16.3138,0.23,0.04,-0.2,20.36,2
243333,302264046,0,18.7,2.09,192.52,-3.320043,-0.06778735,1.820033,1.221139,242.713,185.9837,-17.37689,0.26,0.0,-0.31,20.36,0
41484,77364042,0,0.6,1.54,330.85,0.6547369,-0.3910598,-0.00396866,-0.00920888,9.060075,-5.623849,-20.08891,0.04,0.05,-0.01,20.36,0
362389,434563605,0,1.83,0.12,200.71,-0.5316325,-0.1802946,0.01229464,0.01830413,12.19121,202.181,-19.82284,0.15,0.16,0.17,20.36,0
311694,378263634,0,-0.2,-0.15,314.25,0.02651237,-0.03067157,-0.0187774,-0.00220494,155.1356,239.9077,1.914643,0.19,0.21,0.29,20.36,3
168417,218964046,0,-1.86,0.53,33.61,0.06946108,-0.02962645,-0.01207797,-0.00410167,250.0813,-8.227962,-21.45237,0.15,0.19,0.14,20.36,0
67264,105963431,0,1.42,4.73,329.4,1.657325,-0.9764077,-0.00366055,-0.00235743,64.6461,-39.68896,-20.37428,0.06,0.07,0.04,20.36,0
204945,259563633,0,29.05,4.91,76.41,2.443402,5.27514,-0.2155649,-0.6708961,253.9707,90.10744,-21.26469,0.19,0.14,0.09,20.36,2
89689,131063387,0,0.16,-28.37,329.27,0.5755134,1.292183,-0.1941605,0.04505157,30.77048,-15.47287,-20.35229,0.06,-0.03,0.09,20.36,1
145380,193363457,0,0.82,-31.89,137.55,-7.499413,6.538321,0.03556211,0.01261923,343.1184,-140.9933,-21.70328,0.1,0.18,0.1,20.36,0
290700,354863831,0,16.85,-6.91,342.11,0.2052749,-0.2485175,-0.5237041,-0.675668,154.4843,240.1729,1.655471,0.23,0.23,0.3,20.36,3
277189,339864000,0,1.55,3.22,146.42,-0.8150143,0.7220166,-0.01533737,-0.0123637,176.1785,225.8601,-18.71362,0.23,0.25,0.29,20.36,0
23557,57463672,0,-0.79,-1.22,3.12,-0.00299584,0.00473347,-2.343836,-2.38655,0.0206093,-0.0104533,-14.10576,0.01,0.02,-0.06,20.36,0
314843,381763900,0,-0.21,-0.12,310.82,0.01801783,-0.0281082,-0.0159997,0.00086642,155.1273,239.9127,1.913042,0.18,0.2,0.29,20.36,3
137102,184163805,0,1.18,-31.51,143.91,-8.059239,5.844144,0.01905432,-0.00100287,415.4678,-197.4687,-21.67219,0.09,0.16,0.1,20.36,0
207098,261963506,0,-25.38,-11.56,68.48,-3.998387,2.727662,0.4699457,-0.08448747,241.0184,99.55278,-23.96947,0.2,0.14,0.07,20.36,2
287367,351163645,0,37.27,25.76,309.34,-1.566126,1.776881,4.952166,4.855083,157.6103,238.5163,-16.38089,0.22,0.23,0.31,20.36,3
179405,231163331,0,0.68,0.81,95.01,-0.8752323,3.32396,0.03318164,-0.130852,249.5429,18.78934,-23.37479,0.18,0.13,0.14,20.36,0
286283,349963292,0,-1.84,3.71,147.15,-0.811354,0.6445867,-0.02156792,-0.00616171,159.0623,237.5066,-18.69397,0.22,0.24,0.31,20.36,0
177333,228863418,0,0.27,-6.03,89.23,0.0088619,4.573609,-0.00487867,-0.00976483,250.1208,10.43535,-21.1421,0.16,0.18,0.16,20.36,0
57982,95663386,0,0.86,2.21,321.82,1.938541,-1.474615,-0.00964625,-0.00132224,44.86724,-27.29624,-20.09651,0.05,0.06,0.02,20.36,0
382111,456464008,0,25.24,-11.74,204.47,-0.1673633,-9.885035,0.03157758,0.01683429,1.452985,114.4572,-19.68345,0.12,0.15,0.16,20.36,4
103831,146963691,0,3.35,-30.29,328.95,-2.611037,2.148837,0.0413751,0.00231893,13.00351,-6.966752,-21.09168,0.08,0.2,0.16,20.36,1
122604,168063581,0,-9.61,8.47,338.08,7.058841,-2.962909,0.03921891,0.02584138,514.3353,-266.0141,-21.56421,0.09,0.17,0.1,20.36,1
411628,489263383,0,1.1,-1.27,207.73,-0.03221541,0.00236622,0.4862897,0.5025051,0.01570428,0.00793553,-7.718273,0.09,0.11,0.12,20.36,4
69970,108963897,0,1.09,-12.98,327.35,3.289829,-2.055032,0.02743459,0.0294909,69.17006,-42.35312,-20.2713,0.06,0.07,0.05,20.36,1
245223,304364039,0,16.38,10.89,196.86,-2.845732,0.4388161,-1.567176,-2.257798,235.1079,187.1021,-18.77452,0.26,0.0,-0.3,20.36,0
368148,440963544,0,-0.64,-1.17,206.71,-0.1147206,-0.04745163,-0.057258,-0.04564515,2.619626,197.4086,-19.93925,0.15,0.16,0.16,20.36,0
14821,47763387,0,0.08,0.07,1.44,0.00113077,-0.00102478,-0.00039543,-3.456e-05,-0.00339623,0.00321583,-0.00043773,0.01,0.02,-0.08,20.36,0
409197,486563630,0,1.07,0.97,207.75,-0.02659143,-0.00524283,0.4962571,0.5043629,0.02012511,0.01590879,-9.082167,0.09,0.11,0.12,20.36,4
429668,509663553,0,-0.06,-0.16,207.82,-0.02669879,0.00178406,-0.00614335,0.0026394,-0.00064756,0.01116533,-0.02302699,0.09,0.09,0.1,20.36,4
82659,123164048,0,0.65,-30.8,328.89,3.164947,-1.45337,-0.1943122,-0.2006865,23.77058,-14.94953,-20.47309,0.07,0.08,0.07,20.36,1
196042,249663428,0,-27.68,0.44,92.3,-4.813866,4.378413,-0.3942342,-0.5828809,246.6143,57.23682,-19.95284,0.19,0.14,0.11,20.36,2
75719,115363836,0,0.94,1.25,322.26,1.976155,-1.500179,-0.00305832,0.00354178,82.31038,-51.46759,-20.25072,0.07,0.08,0.06,20.36,1
181298,233263324,0,-0.54,-11.1,90.95,-0.7302831,3.450597,0.3031836,0.1772738,249.7146,21.66501,-23.24146,0.19,0.12,0.13,20.36,0
36795,72163623,0,0.4,-1.75,3.27,-0.01392161,0.00598639,-0.0092787,-0.00492645,-0.2762055,-0.1734115,-20.28339,0.03,0.04,-0.02,20.36,0
185798,238263823,0,17.49,-27.57,80.39,2.84518,-3.537591,-1.824974,-2.2278,255.3411,22.60166,-28.78661,0.18,0.13,0.12,20.36,0
387687,462664027,0,23.33,-9.28,205.81,-0.1402709,-9.924734,0.00981002,-0.00542348,0.6674436,52.62594,-19.66899,0.11,0.14,0.16,20.36,4
341140,410963882,0,3.75,-24.06,194.17,-7.737315,-2.053616,-0.8885532,-0.9143117,68.11643,222.9164,-17.67843,0.17,0.18,0.2,20.36,0
36525,71863743,0,-0.43,1.42,3.27,-0.01483966,-0.0003413,-0.00944721,-0.00494153,-0.2758269,-0.1723572,-20.28188,0.03,0.04,-0.02,20.36,0
428799,508563993,0,-0.06,-0.16,207.86,-0.02614034,0.00276656,-0.00395658,0.00888768,0.00034129,0.01201218,-0.02902126,0.09,0.09,0.1,20.36,4
33375,68363477,0,1.64,-0.59,3.25,-0.04185398,0.02521753,-0.02374694,-0.00491328,-0.2693671,-0.176101,-20.26576,0.03,0.03,-0.04,20.36,0
110416,154364063,0,2.91,-30.07,332.89,0.4658571,-0.1088995,-0.01565579,-0.04270243,20.58067,-12.92035,-21.36574,0.08,0.25,0.13,20.36,1
154377,203363622,0,-1.24,-31.3,125.23,-6.049842,7.803289,0.03758026,0.02065958,272.2985,-71.06583,-21.70748,0.11,0.19,0.1,20.36,0
408387,485663990,0,-1.57,-0.93,207.64,-0.03171843,-0.02634903,0.4914799,0.4944268,0.01705349,0.02379164,-9.533229,0.09,0.12,0.12,20.36,4
218880,275063264,0,17.61,-11.86,89.45,1.946761,2.894604,4.092428,3.043939,250.8631,134.1004,-19.90052,0.2,0.15,0.07,20.36,2
134219,180963419,0,1.91,-31.2,145.2,-8.177486,5.590428,0.0147127,-0.00593813,441.3964,-215.9216,-21.66531,0.09,0.16,0.11,20.36,0
78209,118163549,0,0.65,-19.32,332.87,2.163741,-1.066526,-0.0215935,-0.02374776,85.75912,-53.91405,-20.28058,0.07,0.08,0.06,20.36,1
256841,317263877,0,0.01,-19.15,160.92,-2.972935,1.45416,0.1018032,0.1611732,215.8057,201.7715,-19.58487,0.25,0.3,0.15,20.36,0
238292,296663787,0,20.96,-23.15,206.86,-0.2385787,2.576625,0.6724594,-0.4815901,253.5217,187.6196,-19.91826,0.24,0.05,-0.18,20.36,2
111838,155963423,0,3.59,-29.81,332.9,0.8145294,-0.3863237,0.00086363,-0.03114988,21.90065,-13.92219,-21.42151,0.08,0.25,0.13,20.36,1
427297,506663920,0,-0.07,-0.15,207.92,-0.02570585,0.00513716,-0.00195941,0.01219409,0.00199894,0.0123971,-0.0664328,0.09,0.09,0.1,20.36,4
411717,489363343,0,-1.49,0.82,207.72,-0.0394803,0.0093134,0.4852033,0.5017952,0.01579363,0.00890696,-7.668108,0.09,0.11,0.12,20.36,4
425763,504963767,0,-0.07,-0.15,207.88,-0.02715585,0.00454114,0.01256366,0.06479155,0.0045716,0.00689382,-0.09498384,0.09,0.09,0.1,20.36,4
340332,410063409,0,-0.67,-11.48,193.27,-8.119675,-1.785897,-1.33955,-1.361149,75.11268,224.6152,-16.6804,0.17,0.18,0.2,20.36,0
122070,167463821,0,0.05,-29.84,335.57,0.938016,-0.5214213,-0.02171605,-0.03542617,507.7698,-263.7063,-21.54439,0.09,0.17,0.1,20.36,1
292487,356863864,0,81.23,23.18,176.9,1.313373,-0.8274605,0.7661235,0.8192394,155.142,240.5498,1.773782,0.23,0.23,0.3,20.36,3
12765,29163330,0,0.05,0.04,2.5,-0.01891014,0.01823534,-0.0018854,0.00130795,0.0,0.0,-0.00682194,0.0,0.01,-0.31,20.36,0
200089,254163294,0,-28.87,-4.06,83.92,-1.118425,4.381785,0.8574174,-0.3793257,248.1032,72.54115,-21.85767,0.2,0.13,0.09,20.36,2
364098,436463678,0,-0.27,-5.86,206.4,-3.351034,-1.673388,-0.00242617,0.00251941,8.431749,200.2606,-19.7797,0.15,0.15,0.17,20.36,0
116909,161663642,0,0.27,-29.02,334.25,1.430592,-0.7851472,0.03740672,0.00573964,24.80976,-15.86323,-21.39791,0.08,0.21,0.11,20.36,1
117532,162363362,0,3.71,-30.28,334.69,1.393498,-0.7810206,-0.00724545,-0.03748093,24.96936,-15.97408,-21.40913,0.08,0.21,0.11,20.36,1
241086,299763380,0,23.67,8.12,249.42,-4.185696,-2.167536,0.4563742,-0.9244082,239.6746,189.2655,-21.16209,0.26,0.01,-0.3,20.36,2
